,size,material,color,sleeves,demand
6169,M,nylon,blue,long,medium
6170,XL,cotton,blue,short,high
6171,L,polyester,white,long,high
6172,M,nylon,white,long,medium
6173,XS,nylon,cream,long,high
6174,XXL,nylon,green,long,low
6175,L,nylon,cream,short,high
6176,L,cotton,yellow,short,high
6177,S,nylon,blue,long,high
6178,XL,polyester,green,long,medium
6179,3XL,nylon,orange,long,low
6180,XS,silk,yellow,long,low
6181,M,nylon,white,long,medium
6182,M,cotton,green,short,medium
6183,M,silk,white,long,low
6184,L,cotton,navy,long,medium
6185,XXL,polyester,navy,long,medium
6186,XS,cotton,white,short,high
6187,S,cotton,white,long,high
6188,L,silk,blue,short,low
6189,XL,polyester,cream,long,medium
6190,3XL,polyester,black,long,medium
6191,L,linen,cream,long,high
6192,XL,cotton,yellow,short,high
6193,L,nylon,yellow,long,medium
6194,M,polyester,violet,short,high
6195,XS,silk,black,long,low
6196,XL,nylon,black,short,medium
6197,XL,cotton,black,long,medium
6198,M,polyester,blue,short,high
6199,S,nylon,red,short,high
6200,M,polyester,white,short,medium
6201,L,polyester,white,long,high
6202,L,polyester,red,short,high
6203,S,linen,blue,short,high
6204,XXL,nylon,navy,short,high
6205,M,nylon,blue,long,medium
6206,L,cotton,red,long,medium
6207,M,nylon,blue,long,medium
6208,XXL,linen,white,short,medium
6209,XS,polyester,white,long,medium
6210,L,linen,white,long,high
6211,XXL,cotton,violet,long,low
6212,M,nylon,violet,long,medium
6213,L,nylon,white,short,high
6214,3XL,nylon,cream,short,high
6215,XS,nylon,cream,short,high
6216,S,nylon,black,short,medium
6217,XL,nylon,white,short,low
6218,L,nylon,red,short,high
6219,S,cotton,cream,long,high
6220,3XL,linen,orange,short,high
6221,L,nylon,white,long,high
6222,S,cotton,yellow,short,high
6223,XL,polyester,green,long,medium
6224,M,polyester,red,short,high
6225,L,polyester,cream,short,high
6226,XL,cotton,white,long,medium
6227,XXL,linen,black,short,medium
6228,XXL,polyester,navy,long,medium
6229,S,cotton,black,long,medium
6230,M,cotton,white,short,high
6231,XS,silk,violet,short,low
6232,3XL,cotton,red,short,medium
6233,S,polyester,red,long,high
6234,XL,polyester,orange,short,high
6235,XL,nylon,red,long,medium
6236,XL,polyester,cream,short,high
6237,3XL,polyester,red,short,high
6238,M,nylon,navy,short,high
6239,M,nylon,violet,short,high
6240,XL,silk,orange,long,low
6241,XS,linen,orange,long,high
6242,3XL,linen,orange,long,medium
6243,3XL,polyester,violet,short,medium
6244,M,nylon,black,short,medium
6245,XL,nylon,white,short,low
6246,S,nylon,yellow,short,high
6247,L,linen,black,short,medium
6248,XXL,polyester,cream,short,high
6249,XS,polyester,orange,short,high
6250,L,cotton,green,short,high
6251,S,linen,cream,short,high
6252,M,cotton,white,long,high
6253,M,nylon,orange,long,medium
6254,M,cotton,blue,long,medium
6255,L,polyester,red,short,high
6256,M,cotton,green,short,medium
6257,S,linen,navy,long,high
6258,XS,linen,cream,short,high
6259,XL,polyester,white,short,low
6260,S,polyester,black,short,medium
6261,S,linen,navy,short,high
6262,XXL,cotton,yellow,short,medium
6263,XL,nylon,white,short,low
6264,L,cotton,white,short,high
6265,S,linen,cream,short,high
6266,XS,nylon,orange,long,medium
6267,M,nylon,blue,long,medium
6268,M,nylon,navy,short,high
6269,S,linen,cream,long,high
6270,3XL,cotton,white,long,medium
6271,M,polyester,yellow,short,high
6272,L,cotton,black,short,medium
6273,XL,linen,black,short,medium
6274,S,nylon,violet,short,high
6275,M,silk,white,long,low
6276,XL,cotton,white,short,medium
6277,XXL,nylon,green,long,low
6278,S,polyester,yellow,long,high
6279,L,cotton,black,short,medium
6280,XL,nylon,blue,long,medium
6281,L,cotton,red,short,high
6282,M,polyester,violet,long,medium
6283,XXL,nylon,violet,short,high
6284,XL,cotton,navy,short,high
6285,L,polyester,blue,long,medium
6286,XXL,cotton,black,short,medium
6287,XL,polyester,blue,long,medium
6288,L,nylon,navy,short,high
6289,XS,polyester,cream,long,high
6290,L,polyester,cream,long,medium
6291,S,cotton,orange,long,medium
6292,L,cotton,yellow,short,high
6293,S,nylon,red,long,high
6294,L,nylon,white,short,high
6295,XS,polyester,violet,long,medium
6296,L,nylon,navy,long,medium
6297,M,cotton,blue,long,medium
6298,XS,nylon,cream,long,high
6299,S,polyester,green,short,high
6300,XL,nylon,black,short,medium
6301,M,linen,black,short,medium
6302,XXL,cotton,black,long,medium
6303,XXL,cotton,white,long,medium
6304,XXL,linen,white,long,medium
6305,L,nylon,cream,short,high
6306,S,nylon,green,short,high
6307,3XL,polyester,navy,long,medium
6308,3XL,cotton,red,short,medium
6309,M,polyester,black,short,medium
6310,XS,nylon,red,long,high
6311,S,silk,cream,long,medium
6312,L,cotton,black,long,medium
6313,XXL,polyester,green,short,medium
6314,XL,polyester,black,short,medium
6315,XXL,linen,red,long,medium
6316,S,polyester,white,short,medium
6317,L,polyester,white,short,high
6318,M,cotton,black,long,medium
6319,XL,nylon,red,short,high
6320,XL,cotton,white,long,medium
6321,M,nylon,red,short,high
6322,L,nylon,cream,short,high
6323,S,linen,red,long,high
6324,S,cotton,navy,short,high
6325,L,linen,white,long,high
6326,S,linen,orange,short,high
6327,XL,nylon,cream,long,medium
6328,XL,nylon,violet,short,high
6329,XXL,nylon,red,long,medium
6330,XS,polyester,cream,long,high
6331,S,polyester,black,short,medium
6332,L,polyester,blue,short,high
6333,3XL,polyester,black,long,medium
6334,XL,nylon,red,long,medium
6335,XXL,polyester,navy,short,high
6336,L,nylon,cream,short,high
6337,3XL,cotton,white,long,medium
6338,L,polyester,black,long,medium
6339,XL,polyester,red,long,medium
6340,XXL,linen,navy,short,high
6341,XL,polyester,black,long,medium
6342,XXL,cotton,navy,long,medium
6343,M,nylon,blue,long,medium
6344,M,polyester,red,short,high
6345,S,cotton,navy,long,high
6346,XXL,polyester,orange,long,low
6347,S,linen,cream,short,high
6348,3XL,silk,white,short,low
6349,3XL,linen,white,short,low
6350,XXL,polyester,red,short,high
6351,S,cotton,black,short,medium
6352,S,nylon,cream,short,high
6353,L,cotton,navy,short,high
6354,3XL,nylon,orange,long,low
6355,3XL,cotton,cream,long,low
6356,L,nylon,navy,short,high
6357,M,polyester,green,short,high
6358,XXL,cotton,violet,long,low
6359,M,nylon,orange,long,medium
6360,L,nylon,black,short,medium
6361,L,silk,yellow,long,low
6362,XXL,linen,cream,short,high
6363,XS,cotton,red,short,high
6364,XL,linen,black,short,medium
6365,M,linen,navy,long,high
6366,L,linen,yellow,short,high
6367,XL,polyester,black,short,medium
6368,M,polyester,white,long,medium
6369,M,nylon,red,short,high
6370,XL,polyester,red,short,high
6371,XL,polyester,cream,short,high
6372,L,linen,white,long,high
6373,L,nylon,blue,short,high
6374,3XL,nylon,cream,long,medium
6375,S,cotton,white,long,high
6376,XL,cotton,black,long,medium
6377,M,nylon,green,short,high
6378,S,linen,navy,short,high
6379,XXL,nylon,white,short,low
6380,S,nylon,cream,short,high
6381,XS,polyester,navy,short,high
6382,XS,nylon,orange,short,high
6383,L,nylon,navy,short,high
6384,S,polyester,red,long,high
6385,M,nylon,black,long,medium
6386,XS,cotton,white,short,high
6387,XL,silk,white,short,low
6388,XL,polyester,white,short,low
6389,M,cotton,red,long,medium
6390,XL,polyester,navy,short,high
6391,L,linen,white,short,high
6392,M,nylon,red,long,medium
6393,L,cotton,red,long,medium
6394,M,nylon,blue,short,high
6395,XXL,polyester,yellow,long,low
6396,L,polyester,red,short,high
6397,M,cotton,yellow,long,low
6398,XL,polyester,navy,short,high
6399,XS,nylon,black,long,medium
6400,S,cotton,cream,long,high
6401,XXL,polyester,orange,short,high
6402,XXL,polyester,violet,long,low
6403,M,linen,black,long,medium
6404,XXL,polyester,black,long,medium
6405,XL,linen,orange,short,high
6406,S,polyester,white,long,medium
6407,M,nylon,cream,long,medium
6408,3XL,polyester,red,short,high
6409,XL,polyester,black,short,medium
6410,M,nylon,black,long,medium
6411,XL,cotton,orange,short,high
6412,XL,nylon,orange,long,medium
6413,3XL,polyester,navy,short,high
6414,L,nylon,green,long,medium
6415,XXL,linen,navy,short,high
6416,L,cotton,orange,short,high
6417,3XL,cotton,black,short,medium
6418,XL,cotton,red,short,high
6419,XS,nylon,white,long,medium
6420,XL,polyester,red,long,medium
6421,M,nylon,black,long,medium
6422,S,cotton,white,short,high
6423,XL,nylon,violet,short,high
6424,S,nylon,red,long,high
6425,XL,cotton,white,short,medium
6426,M,nylon,green,long,medium
6427,S,polyester,white,long,medium
6428,S,linen,navy,short,high
6429,XL,cotton,red,long,medium
6430,L,nylon,cream,short,high
6431,XL,polyester,navy,long,medium
6432,XL,polyester,white,long,low
6433,S,nylon,orange,long,high
6434,L,nylon,red,long,medium
6435,M,cotton,white,short,high
6436,XXL,cotton,navy,short,high
6437,XXL,nylon,red,long,medium
6438,M,polyester,red,short,high
6439,XXL,silk,white,short,low
6440,XL,polyester,blue,short,high
6441,XXL,cotton,blue,long,low
6442,L,linen,orange,short,high
6443,L,linen,yellow,short,high
6444,XL,linen,black,long,medium
6445,S,polyester,white,long,medium
6446,XS,nylon,black,short,medium
6447,3XL,cotton,white,short,medium
6448,S,nylon,black,short,medium
6449,XL,polyester,cream,short,high
6450,L,linen,cream,long,high
6451,3XL,polyester,cream,long,medium
6452,XL,cotton,cream,long,medium
6453,L,linen,blue,long,high
6454,L,cotton,cream,short,high
6455,XL,polyester,navy,short,high
6456,XL,nylon,orange,long,medium
6457,XL,cotton,cream,short,high
6458,XXL,cotton,blue,long,low
6459,M,polyester,red,long,medium
6460,XXL,cotton,blue,short,high
6461,S,silk,navy,long,medium
6462,S,linen,cream,long,high
6463,3XL,nylon,blue,long,low
6464,L,cotton,black,short,medium
6465,S,polyester,yellow,long,high
6466,XL,polyester,red,short,high
6467,M,cotton,navy,short,high
6468,XXL,linen,black,short,medium
6469,L,nylon,black,short,medium
6470,XL,cotton,navy,long,medium
6471,S,polyester,green,long,medium
6472,M,polyester,cream,short,high
6473,XXL,nylon,white,short,low
6474,XXL,linen,navy,short,high
6475,XS,nylon,black,long,medium
6476,L,linen,cream,long,high
6477,S,cotton,violet,long,medium
6478,L,cotton,red,short,high
6479,L,polyester,white,short,high
6480,XXL,cotton,cream,long,medium
6481,XL,cotton,cream,short,high
6482,XL,polyester,black,short,medium
6483,3XL,polyester,blue,short,high
6484,L,polyester,black,long,medium
6485,XXL,linen,white,short,medium
6486,XXL,polyester,yellow,long,low
6487,XL,nylon,green,long,medium
6488,S,cotton,red,long,high
6489,XL,nylon,blue,long,medium
6490,XXL,cotton,yellow,long,low
6491,M,polyester,black,short,medium
6492,M,nylon,black,short,medium
6493,L,polyester,white,long,high
6494,L,linen,red,long,high
6495,M,nylon,yellow,long,medium
6496,L,cotton,navy,short,high
6497,XL,nylon,white,long,low
6498,L,cotton,blue,short,high
6499,M,nylon,violet,short,high
6500,3XL,linen,yellow,short,high
6501,S,silk,navy,short,medium
6502,M,cotton,white,short,high
6503,L,cotton,cream,long,medium
6504,L,polyester,white,long,high
6505,L,linen,navy,short,high
6506,XS,silk,white,long,low
6507,L,nylon,violet,long,medium
6508,M,linen,yellow,short,high
6509,XL,polyester,yellow,long,medium
6510,S,nylon,cream,short,high
6511,M,nylon,yellow,long,medium
6512,L,polyester,violet,short,high
6513,XS,cotton,cream,short,high
6514,XXL,nylon,white,long,low
6515,L,polyester,red,long,medium
6516,S,cotton,white,short,high
6517,3XL,nylon,white,short,low
6518,S,nylon,blue,long,high
6519,XXL,nylon,orange,short,high
6520,XL,cotton,orange,long,low
6521,XXL,linen,black,long,medium
6522,L,polyester,white,short,high
6523,L,cotton,navy,long,medium
6524,XL,polyester,orange,short,high
6525,XXL,nylon,violet,long,low
6526,M,cotton,navy,long,medium
6527,L,cotton,white,long,high
6528,L,nylon,white,long,high
6529,XXL,polyester,red,short,high
6530,XS,polyester,orange,short,high
6531,XL,nylon,white,short,low
6532,3XL,polyester,yellow,short,medium
6533,S,linen,blue,short,high
6534,XL,polyester,black,long,medium
6535,M,silk,red,short,low
6536,L,cotton,white,long,high
6537,XXL,polyester,black,long,medium
6538,M,linen,white,long,high
6539,L,polyester,white,long,high
6540,XS,polyester,blue,long,high
6541,S,polyester,blue,short,high
6542,XL,nylon,white,long,low
6543,M,polyester,black,long,medium
6544,L,polyester,navy,short,high
6545,XL,polyester,white,short,low
6546,L,polyester,red,long,medium
6547,M,nylon,white,long,medium
6548,3XL,silk,orange,short,low
6549,XL,cotton,white,short,medium
6550,XL,linen,white,short,medium
6551,3XL,cotton,yellow,long,low
6552,M,nylon,orange,short,high
6553,L,nylon,white,long,high
6554,XS,cotton,black,long,medium
6555,L,cotton,yellow,long,medium
6556,L,nylon,white,short,high
6557,XL,polyester,black,long,medium
6558,M,polyester,white,short,medium
6559,3XL,nylon,cream,short,high
6560,XL,nylon,yellow,long,medium
6561,XL,nylon,red,short,high
6562,XL,linen,green,short,high
6563,L,nylon,blue,short,high
6564,XXL,polyester,white,long,low
6565,L,nylon,white,short,high
6566,XL,polyester,black,long,medium
6567,L,silk,black,long,medium
6568,3XL,linen,navy,long,medium
6569,M,nylon,red,short,high
6570,XXL,cotton,black,long,medium
6571,XXL,polyester,white,long,low
6572,L,nylon,violet,short,high
6573,M,nylon,white,long,medium
6574,S,polyester,cream,short,high
6575,XL,polyester,yellow,long,medium
6576,S,nylon,navy,short,high
6577,L,silk,navy,long,low
6578,S,nylon,red,long,high
6579,S,polyester,orange,long,high
6580,L,polyester,orange,long,medium
6581,XL,cotton,violet,short,high
6582,M,linen,violet,long,medium
6583,L,nylon,black,short,medium
6584,XS,nylon,black,short,medium
6585,XXL,polyester,cream,short,high
6586,S,polyester,yellow,short,high
6587,L,cotton,black,short,medium
6588,L,nylon,black,short,medium
6589,3XL,nylon,red,long,low
6590,XXL,cotton,red,long,low
6591,XL,nylon,black,short,medium
6592,S,cotton,blue,long,high
6593,S,silk,navy,short,medium
6594,M,cotton,navy,short,high
6595,L,cotton,blue,long,medium
6596,L,polyester,red,long,medium
6597,L,linen,orange,short,high
6598,L,nylon,cream,long,medium
6599,3XL,linen,black,long,low
6600,XL,cotton,white,short,medium
6601,XS,nylon,blue,short,high
6602,XL,nylon,blue,short,high
6603,XXL,linen,black,short,medium
6604,XL,polyester,navy,short,high
6605,S,polyester,white,long,medium
6606,XXL,polyester,navy,short,high
6607,3XL,polyester,blue,long,low
6608,XL,polyester,green,short,high
6609,XXL,nylon,blue,long,medium
6610,L,nylon,navy,short,high
6611,S,linen,black,short,medium
6612,S,linen,black,short,medium
6613,XXL,linen,white,long,medium
6614,L,nylon,red,short,high
6615,M,nylon,blue,short,high
6616,XS,cotton,blue,short,high
6617,XL,nylon,cream,long,medium
6618,XL,nylon,blue,long,medium
6619,S,linen,navy,short,high
6620,M,linen,cream,short,high
6621,XXL,cotton,red,long,low
6622,XXL,cotton,green,long,low
6623,3XL,polyester,navy,short,high
6624,L,linen,violet,short,high
6625,L,cotton,navy,long,medium
6626,XXL,nylon,blue,long,medium
6627,M,linen,blue,short,high
6628,XXL,nylon,blue,long,medium
6629,M,cotton,navy,short,high
6630,L,linen,black,long,medium
6631,XXL,polyester,yellow,short,high
6632,XL,cotton,blue,long,medium
6633,XS,nylon,orange,short,high
6634,L,nylon,navy,long,medium
6635,L,nylon,blue,short,high
6636,XXL,polyester,green,short,medium
6637,M,cotton,navy,long,medium
6638,XS,nylon,violet,long,medium
6639,M,nylon,yellow,short,high
6640,M,polyester,black,short,medium
6641,XL,linen,cream,long,high
6642,L,nylon,blue,short,high
6643,XL,polyester,blue,short,high
6644,L,silk,red,short,low
6645,L,polyester,black,short,medium
6646,L,nylon,red,long,medium
6647,M,linen,white,long,high
6648,XL,nylon,black,short,medium
6649,XS,polyester,white,long,medium
6650,M,nylon,cream,long,medium
6651,M,nylon,black,long,medium
6652,M,cotton,navy,short,high
6653,3XL,nylon,cream,short,high
6654,S,cotton,blue,short,high
6655,S,cotton,blue,short,high
6656,L,nylon,white,long,high
6657,XXL,linen,blue,long,medium
6658,L,nylon,white,short,high
6659,XXL,nylon,yellow,long,low
6660,M,nylon,violet,long,medium
6661,M,nylon,navy,short,high
6662,M,cotton,navy,short,high
6663,3XL,nylon,white,short,low
6664,3XL,polyester,white,short,low
6665,XS,linen,white,short,high
6666,XL,linen,cream,short,high
6667,XXL,silk,navy,short,low
6668,XL,nylon,black,short,medium
6669,M,polyester,blue,long,medium
6670,S,cotton,violet,long,medium
6671,XL,nylon,yellow,long,medium
6672,XXL,cotton,white,short,medium
6673,L,polyester,white,short,high
6674,3XL,linen,yellow,short,high
6675,3XL,polyester,red,long,low
6676,L,nylon,cream,short,high
6677,XXL,nylon,black,long,medium
6678,XS,cotton,violet,long,medium
6679,M,polyester,black,long,medium
6680,XS,linen,cream,short,high
6681,XL,linen,white,long,medium
6682,XXL,polyester,violet,long,low
6683,L,polyester,navy,long,medium
6684,XXL,nylon,black,long,medium
6685,S,linen,red,long,high
6686,XL,polyester,cream,short,high
6687,S,cotton,orange,short,high
6688,L,nylon,white,long,high
6689,3XL,linen,navy,long,medium
6690,L,polyester,white,long,high
6691,L,cotton,violet,long,medium
6692,3XL,silk,black,short,low
6693,S,polyester,white,short,medium
6694,XXL,nylon,orange,long,low
6695,XL,polyester,red,short,high
6696,XXL,polyester,black,short,medium
6697,XL,polyester,navy,short,high
6698,S,nylon,yellow,long,high
6699,S,nylon,black,short,medium
6700,L,cotton,cream,short,high
6701,XS,cotton,black,long,medium
6702,M,nylon,blue,short,high
6703,XS,nylon,navy,long,high
6704,S,nylon,navy,short,high
6705,XXL,polyester,blue,short,high
6706,XXL,nylon,navy,long,medium
6707,XL,nylon,red,short,high
6708,XXL,polyester,red,short,high
6709,XS,polyester,red,short,high
6710,M,cotton,red,short,high
6711,M,polyester,white,short,medium
6712,XXL,nylon,black,long,medium
6713,XS,polyester,green,short,high
6714,L,nylon,red,long,medium
6715,XXL,polyester,black,short,medium
6716,M,nylon,cream,short,high
6717,XL,cotton,black,long,medium
6718,S,polyester,red,long,high
6719,S,cotton,red,short,high
6720,XL,nylon,red,long,medium
6721,L,polyester,black,long,medium
6722,S,polyester,white,long,medium
6723,XXL,cotton,black,long,medium
6724,XL,polyester,white,long,low
6725,M,cotton,violet,long,low
6726,S,polyester,navy,long,high
6727,L,polyester,red,short,high
